 Node            Displacements                Applied/reaction forces
number     1-direction     2-direction      1-direction     2-direction
     1     0.000000000     0.000000000      3.292160632     0.957057319
     2     0.000000000     0.000000000      4.228682644     0.443954489
     3     0.000000000     0.000000000      2.941775548     0.269515989
     4     0.000000000     0.000000000      1.911057327     0.138162640
     5     0.000000000     0.000000000      0.938438986     0.075106605
     6     0.000000000     0.000000000     -0.008340669     0.052675630
     7     0.000000000     0.000000000     -0.954837326     0.066831283
     8     0.000000000     0.000000000     -1.926248051     0.121088004
     9     0.000000000     0.000000000     -2.953837571     0.241864261
    10     0.000000000     0.000000000     -4.224517761     0.406897786
    11     0.000000000     0.000000000     -3.244333759     0.939345996
    12    -0.008258452    -0.004949305      0.000000000    -0.075000000
    13    -0.005291781    -0.002897827      0.000000000     0.000000000
    14    -0.003745397    -0.001992113      0.000000000     0.000000000
    15    -0.002410183    -0.001522100      0.000000000     0.000000000
    16    -0.001182719    -0.001280253      0.000000000     0.000000000
    17     0.000005621    -0.001196668      0.000000000     0.000000000
    18     0.001193328    -0.001251691      0.000000000     0.000000000
    19     0.002418530    -0.001462689      0.000000000     0.000000000
    20     0.003747608    -0.001896129      0.000000000     0.000000000
    21     0.005279764    -0.002750757      0.000000000     0.000000000
    22     0.008155321    -0.004704012      0.000000000     0.000000000
    23    -0.015243619    -0.009060279      0.000000000    -0.075000000
    24    -0.011069411    -0.007174887      0.000000000     0.000000000
    25    -0.007758406    -0.005749254      0.000000000     0.000000000
    26    -0.004994591    -0.004900343      0.000000000     0.000000000
    27    -0.002449480    -0.004440584      0.000000000     0.000000000
    28     0.000002681    -0.004278540      0.000000000     0.000000000
    29     0.002453125    -0.004385908      0.000000000     0.000000000
    30     0.004992117    -0.004787113      0.000000000     0.000000000
    31     0.007742147    -0.005568387      0.000000000     0.000000000
    32     0.011017204    -0.006908676      0.000000000     0.000000000
    33     0.015118055    -0.008701558      0.000000000     0.000000000
    34    -0.021838016    -0.014137190      0.000000000    -0.075000000
    35    -0.016533540    -0.012277047      0.000000000     0.000000000
    36    -0.011844250    -0.010822085      0.000000000     0.000000000
    37    -0.007653397    -0.009807307      0.000000000     0.000000000
    38    -0.003764578    -0.009219590      0.000000000     0.000000000
    39    -0.000007235    -0.009005404      0.000000000     0.000000000
    40     0.003747281    -0.009144368      0.000000000     0.000000000
    41     0.007626690    -0.009653223      0.000000000     0.000000000
    42     0.011797721    -0.010581847      0.000000000     0.000000000
    43     0.016451679    -0.011943646      0.000000000     0.000000000
    44     0.021706450    -0.013709134      0.000000000     0.000000000
    45    -0.028198447    -0.020289497      0.000000000    -0.075000000
    46    -0.021731888    -0.018500077      0.000000000     0.000000000
    47    -0.015787597    -0.017074287      0.000000000     0.000000000
