 Node            Displacements                Applied/reaction forces
number     1-direction     2-direction      1-direction     2-direction
     1     0.000000000     0.000000000      0.001816663     0.000480217
     2     0.000000000     0.000000000      0.001963278     0.000092646
     3     0.000000000     0.000000000      0.000622778     0.000026551
     4     0.000000000     0.000000000     -0.000611519     0.000031994
     5     0.000000000     0.000000000     -0.001956727     0.000107996
     6     0.000000000     0.000000000     -0.001834474     0.000485596
     7    -0.000072923    -0.000042644      0.000000000     0.000000000
     8    -0.000036844    -0.000025763      0.000000000     0.000000000
     9    -0.000011913    -0.000020363      0.000000000     0.000000000
    10     0.000011877    -0.000020623      0.000000000     0.000000000
    11     0.000036862    -0.000026617      0.000000000     0.000000000
    12     0.000073500    -0.000044448      0.000000000    -0.000050000
    13    -0.000137043    -0.000095952      0.000000000     0.000000000
    14    -0.000076569    -0.000081237      0.000000000     0.000000000
    15    -0.000024385    -0.000073601      0.000000000     0.000000000
    16     0.000024578    -0.000074041      0.000000000     0.000000000
    17     0.000076925    -0.000082616      0.000000000     0.000000000
    18     0.000137726    -0.000098273      0.000000000    -0.000050000
    19    -0.000196122    -0.000173217      0.000000000     0.000000000
    20    -0.000112677    -0.000159509      0.000000000     0.000000000
    21    -0.000036537    -0.000152749      0.000000000     0.000000000
    22     0.000037084    -0.000153259      0.000000000     0.000000000
    23     0.000113341    -0.000161030      0.000000000     0.000000000
    24     0.000196927    -0.000175723      0.000000000    -0.000050000
    25    -0.000250365    -0.000272550      0.000000000     0.000000000
    26    -0.000145484    -0.000260135      0.000000000     0.000000000
    27    -0.000047430    -0.000254081      0.000000000     0.000000000
    28     0.000048335    -0.000254599      0.000000000     0.000000000
    29     0.000146445    -0.000261677      0.000000000     0.000000000
    30     0.000251373    -0.000275087      0.000000000    -0.000050000
    31    -0.000299719    -0.000392281      0.000000000     0.000000000
    32    -0.000175254    -0.000381034      0.000000000     0.000000000
    33    -0.000057287    -0.000375590      0.000000000     0.000000000
    34     0.000058524    -0.000376102      0.000000000     0.000000000
    35     0.000176512    -0.000382561      0.000000000     0.000000000
    36     0.000300986    -0.000394808      0.000000000    -0.000050000
    37    -0.000344359    -0.000530420      0.000000000     0.000000000
    38    -0.000202190    -0.000520278      0.000000000     0.000000000
    39    -0.000066195    -0.000515385      0.000000000     0.000000000
